Owner_info,bhk_info,area_info,location_info,cons_info,prince_in_cr_info,price_sq_ft
AGENT,10,8600 ,Munnekollal,Ready to move,3 Cr,"3,488 / sq ft"
AGENT,3,1165 ,Hosakerehalli,Under Construction,62.91 L,"5,400 / sq ft"
AGENT,3,1165 ,Hosakerehalli,Under Construction,62.91 L,"5,400 / sq ft"
AGENT,2,1183 ,Jakkur,Ready to move,56 L,"4,733 / sq ft"
AGENT,3,1400 ,Banashankari,Ready to move,74.65 L,"5,332 / sq ft"
AGENT,2,1070 ,Hosakerehalli,Under Construction,57.77 L,"5,399 / sq ft"
AGENT,2,1070 ,Hosakerehalli,Under Construction,57.77 L,"5,399 / sq ft"
AGENT,2,1216 ,Anjanapura,Under Construction,57.76 L,"4,750 / sq ft"
AGENT,2,1216 ,Anjanapura,Under Construction,57.76 L,"4,750 / sq ft"
AGENT,2,1216 ,Anjanapura,Under Construction,57.76 L,"4,750 / sq ft"
AGENT,2,1216 ,Anjanapura,Under Construction,57.76 L,"4,750 / sq ft"
AGENT,2,1070 ,Hosakerehalli,Under Construction,57.77 L,"5,399 / sq ft"
